Price,Built_Year,Apt_Type,Heating,Cooling,Parking,Address,Bedrooms,Bath_Spaces,Area,Zestimate,zip_code,city
999000,1974,Condo,Forced air,None,Carport,"3319 La Mesa Dr APT 4,  San Carlos, CA 94070",2,2,1040,1054673,94070,San Carlos
1500000,1981,Townhouse,Forced air,None,Attached Garage,"8 Trillium Ln,  San Carlos, CA 94070",3,3,1709,1540603,94070,San Carlos
2000000,1946,Single Family,None,Other,Attached Garage,"33 Cambridge St,  San Carlos, CA 94070",4,2,1920,2134484,94070,San Carlos
1325000,1947,Single Family,None,None,Attached Garage,"2624 San Carlos Ave,  San Carlos, CA 94070",2,1,1020,1451531,94070,San Carlos
2288000,1965,Single Family,Forced air,None,Attached Garage,"941 Crestview Dr,  San Carlos, CA 94070",4,3,2620,2399830,94070,San Carlos
2500000,1996,Single Family,Forced air,Other,2 spaces,"269 Clifton Ave,  San Carlos, CA 94070",4,3,2630,2421007,94070,San Carlos
1695000,1946,Single Family,None,None,Attached Garage,"186 Wildwood Ave,  San Carlos, CA 94070",2,2,1500,1855078,94070,San Carlos
1895000,1948,Single Family,Forced air,None,Attached Garage,"510 De Anza Ave,  San Carlos, CA 94070",3,3,1830,2086586,94070,San Carlos
999000,1973,Condo,Forced air,None,No Data,"3374 La Mesa Dr APT 10,  San Carlos, CA 94070",2,2,1040,1054745,94070,San Carlos
3298888,2018,Single Family,Forced air,Central,Attached Garage,"56 Coronado Ave,  San Carlos, CA 94070",4,4,3245,3234571,94070,San Carlos
1400000,1995,Single Family,Other,None,Carport,"402 Winding Way,  San Carlos, CA 94070",6,5,3720,1478518,94070,San Carlos
2595000,1940,Single Family,Forced air,None,Carport,"2125 White Oak Way,  San Carlos, CA 94070",5,4,2630,2644033,94070,San Carlos
823000,2009,Condo,Forced air,Central,Carport,"1001 Laurel St UNIT 313,  San Carlos, CA 94070",1,1,755,836242,94070,San Carlos
3298888,1979,Single Family,Other,Central,6 spaces,"200 Sycamore St,  San Carlos, CA 94070",5,4,2840,3208905,94070,San Carlos
4150000,2000,Single Family,Forced air,None,5 spaces,"742 Crestview Dr,  San Carlos, CA 94070",4,5,4457,3944091,94070,San Carlos
2798000,1973,Single Family,Other,None,2 spaces,"1326 Crestview Dr,  San Carlos, CA 94070",4,3,2914,2797702,94070,San Carlos
999000,1986,Condo,Other,Other,Carport,"1432 San Carlos Ave APT 3,  San Carlos, CA 94070",2,3,1080,981922,94070,San Carlos
1459000,2007,Condo,Forced air,Central,2 spaces,"777 Elm St APT C,  San Carlos, CA 94070",2,3,1600,1459009,94070,San Carlos
1875000,1948,Single Family,Forced air,None,Attached Garage,"230 Pearl Ave,  San Carlos, CA 94070",3,3,2532,1875130,94070,San Carlos
1274880,1943,Single Family,None,Other,Detached Garage,"1034 Hall St,  San Carlos, CA 94070",2,1,910,1274880,94070,San Carlos
2417166,1991,Single Family,Forced air,Central,Attached Garage,"20 Elston Ct,  San Carlos, CA 94070",4,3,2430,2417166,94070,San Carlos
3650000,2000,Single Family,Forced air,Central,3 spaces,"147 Oakley Ave,  San Carlos, CA 94070",5,5,4839,3508410,94070,San Carlos
1720260,1930,Single Family,None,Other,Attached Garage,"335 Cedar St,  San Carlos, CA 94070",3,2,1220,1720260,94070,San Carlos
2490000,1993,Single Family,Forced air,Central,Attached Garage,"745 Holly Rd,  Belmont, CA 94002",4,3,2950,2433770,94002,Belmont
1888000,1982,Single Family,Forced air,None,Detached Garage,"2902 Belmont Woods Way,  Belmont, CA 94002",3,3,2850,2022755,94002,Belmont
1850000,1963,Single Family,Other,None,Attached Garage,"3321 Adelaide Way,  Belmont, CA 94002",4,2,1480,2040706,94002,Belmont
1798000,1974,Single Family,Forced air,None,2 spaces,"1825 Hillman Ave,  Belmont, CA 94002",4,3,2210,1941218,94002,Belmont
1598000,1963,Single Family,Other,None,Attached Garage,"2816 San Ardo Way,  Belmont, CA 94002",3,2,1420,1744952,94002,Belmont
1798000,1950,Single Family,Other,None,Attached Garage,"2019 Mezes Ave,  Belmont, CA 94002",3,2,1730,1977800,94002,Belmont
1829000,1960,Single Family,Forced air,Other,Attached Garage,"2715 Belmont Canyon Rd,  Belmont, CA 94002",4,3,2000,1991782,94002,Belmont
1998000,1981,Single Family,Forced air,Central,2 spaces,"3015 San Juan Blvd,  Belmont, CA 94002",3,3,2590,2168805,94002,Belmont
3500000,2020,Single Family,Forced air,Central,Attached Garage,"3 Aron Ct,  Belmont, CA 94002",4,3,2864,3594232,94002,Belmont
933000,2019,Condo,Forced air,Central,No Data,"600 El Camino Real # 205,  Belmont, CA 94002",1,1,839,997139,94002,Belmont
2295000,1939,Single Family,Forced air,Other,Attached Garage,"2204 Coronet Blvd,  Belmont, CA 94002",4,2,2340,2436584,94002,Belmont
888000,2019,Condo,Forced air,Central,No Data,"600 El Camino Real # 215,  Belmont, CA 94002",1,1,769,888471,94002,Belmont
998000,2019,Condo,Forced air,Central,No Data,"600 El Camino Real # 202,  Belmont, CA 94002",1,1,940,998899,94002,Belmont
1084310,1992,Condo,None,Other,Attached Garage,"935 Old County Road 2,  Belmont, CA 94002",2,2,1224,1084310,94002,Belmont
875000,1950,Single Family,None,Other,1 space,"20088 Sapphire St,  Castro Valley, CA 94546",3,2,1540,862201,94546,Castro Valley
1175000,1988,Single Family,Forced air,Central,3 spaces,"5941 Charter Oaks Dr,  Castro Valley, CA 94552",4,3,2360,1235650,94552,Castro Valley
799000,1952,Single Family,Forced air,Other,Attached Garage,"4788 Proctor Rd,  Castro Valley, CA 94546",3,1,1044,777929,94546,Castro Valley
949000,1953,Single Family,Forced air,None,2 spaces,"3498 Northwood Dr,  Castro Valley, CA 94546",3,3,1751,1009113,94546,Castro Valley
899900,1956,Single Family,Forced air,Central,2 spaces,"3618 Arcadian Dr,  Castro Valley, CA 94546",4,3,2060,970801,94546,Castro Valley
734900,1928,Single Family,Forced air,None,2 spaces,"4663 Seven Hills Rd,  Castro Valley, CA 94546",3,1,1192,807898,94546,Castro Valley
775000,1998,Townhouse,Forced air,Other,2 spaces,"20340 Summercrest Dr,  Castro Valley, CA 94552",3,3,1435,792947,94552,Castro Valley
759000,1955,Single Family,Forced air,Central,2 spaces,"3161 Aylesbury Ct,  Castro Valley, CA 94546",3,3,1738,824480,94546,Castro Valley
875000,2000,Single Family,Forced air,None,2 spaces,"4527 Heyer Ave,  Castro Valley, CA 94546",4,3,1835,920093,94546,Castro Valley
889000,1952,Single Family,Forced air,None,2 spaces,"3461 Brookdale Blvd,  Castro Valley, CA 94546",3,2,1433,944588,94546,Castro Valley
869000,1966,Single Family,Forced air,Other,2 spaces,"3162 Brent Ct,  Castro Valley, CA 94546",3,2,1692,912915,94546,Castro Valley
1100000,1996,Single Family,Forced air,Central,2 spaces,"5709 Gold Creek Dr,  Castro Valley, CA 94552",3,2,1871,1127521,94552,Castro Valley
940000,1970,Single Family,Forced air,None,2 spaces,"17664 Hillside Ct,  Castro Valley, CA 94546",3,2,1974,996651,94546,Castro Valley
978000,1973,Single Family,Forced air,Central,2 spaces,"5114 Camino Alta Mira,  Castro Valley, CA 94546",4,2,1780,1036941,94546,Castro Valley
849900,1952,Single Family,Forced air,Central,1 space,"2836 Sydney Way,  Castro Valley, CA 94546",3,2,1852,897167,94546,Castro Valley
1250000,1994,Single Family,Forced air,Central,2 spaces,"20952 Glenwood Dr,  Castro Valley, CA 94552",4,4,2857,1296449,94552,Castro Valley
499000,1988,Condo,Other,None,1 space,"20115 Redwood Rd APT 13,  Castro Valley, CA 94546",2,3,866,534980,94546,Castro Valley
1088000,2000,Single Family,Forced air,Central,2 spaces,"22290 Princeton Pl,  Castro Valley, CA 94552",4,3,1940,1131387,94552,Castro Valley
879000,1976,Single Family,Forced air,Central,2 spaces,"19866 Carnation Ln,  Castro Valley, CA 94546",3,3,2114,923981,94546,Castro Valley
829000,1954,Single Family,Forced air,Central,2 spaces,"3335 Jeanine Way,  Castro Valley, CA 94546",3,2,1039,881512,94546,Castro Valley
978000,1960,Single Family,Forced air,Central,2 spaces,"17060 Sabina Ct,  Castro Valley, CA 94546",4,3,2102,1031353,94546,Castro Valley
599900,1964,Single Family,Forced air,None,2 spaces,"19841 Carnation Ln,  Castro Valley, CA 94546",3,2,1617,639013,94546,Castro Valley
630000,1948,Single Family,Other,Central,1 space,"2235 Farley St,  Castro Valley, CA 94546",2,1,917,649041,94546,Castro Valley
1450000,1947,Single Family,Forced air,Central,3 spaces,"4232 Heyer Ave,  Castro Valley, CA 94546",6,5,3738,1496139,94546,Castro Valley
1799999,1980,Single Family,Forced air,Central,3 spaces,"20438 View Point Rd,  Castro Valley, CA 94552",4,3,3985,1816038,94552,Castro Valley
1338888,1964,Single Family,Forced air,Central,1 space,"5322 Greenridge Rd,  Castro Valley, CA 94552",4,2,1953,1400331,94552,Castro Valley
3375000,1976,Single Family,Forced air,Other,4 spaces,"21798 Independent School Rd,  Castro Valley, CA 94552",8,7,6500,2211289,94552,Castro Valley
949950,1998,Townhouse,Forced air,Central,2 spaces,"22019 E Lyndon Loop,  Castro Valley, CA 94552",3,3,2328,979860,94552,Castro Valley
949666,1963,Single Family,Other,None,2 spaces,"4625 Lawrence Dr,  Castro Valley, CA 94546",3,2,2000,949666,94546,Castro Valley
1199000,1963,Single Family,Forced air,Other,2 spaces,"4475 Hillsborough Dr,  Castro Valley, CA 94546",4,2,1916,1268215,94546,Castro Valley
1099000,1946,Single Family,Forced air,Central,1 space,"1985 170th Ave,  Castro Valley, CA 94546",3,3,1814,1133678,94546,Castro Valley
550000,1949,Single Family,Other,Central,1 space,"2670 Jones St,  Castro Valley, CA 94546",4,1,1300,696551,94546,Castro Valley
830000,1922,Single Family,Other,Other,4 spaces,"1856 Knox St,  Castro Valley, CA 94546",2,1,884,844485,94546,Castro Valley
738299,1935,Single Family,None,Other,Detached Garage,"4617 James Ave,  Castro Valley, CA 94546",1,1,1156,738299,94546,Castro Valley
802777,1935,Single Family,None,Central,Detached Garage,"4051 Burckhalter Ave,  Oakland, CA 94605",8,2,2458,974397,94605,Oakland
965000,1947,Single Family,Forced air,None,1 space,"4623 Harbord Dr,  Oakland, CA 94618",3,2,1306,1252385,94618,Oakland
1395000,1940,Single Family,Forced air,None,1 space,"32 Harbord Ct,  Oakland, CA 94618",3,2,1946,1607690,94618,Oakland
468000,1965,Condo,Forced air,None,2 spaces,"710 E 22nd St # 101,  Oakland, CA 94606",2,1,1030,490815,94606,Oakland
699000,1962,Single Family,Forced air,Central,1 space,"5930 Balboa Dr,  Oakland, CA 94611",2,1,908,835481,94611,Oakland
1375000,2019,Single Family,Other,Central,2 spaces,"90 Starview Dr,  Oakland, CA 94618",4,4,2800,1595841,94618,Oakland
1195000,1932,Single Family,Forced air,Other,1 space,"1906 Hoover Ave,  Oakland, CA 94602",4,3,2226,1654166,94602,Oakland
650000,1956,Multi Family,Other,Central,No Data,"2871 38th Ave,  Oakland, CA 94619",4,3,1292,601179,94619,Oakland
898000,1918,Single Family,Forced air,None,Detached Garage,"617 Capell St,  Oakland, CA 94610",2,1,1255,1076220,94610,Oakland
3199000,2002,Single Family,None,Other,3 spaces,"13349 Campus Dr,  Oakland, CA 94619",5,5,5601,2299741,94619,Oakland
389000,1931,Single Family,Other,Other,Detached Garage,"2475 80th Ave,  Oakland, CA 94605",3,1,1096,485183,94605,Oakland
420000,1982,Condo,Forced air,Central,1 space,"8711 Mountain Blvd # 28,  Oakland, CA 94605",1,1,855,449480,94605,Oakland
1395000,1995,Townhouse,Forced air,Central,2 spaces,"24 Schooner Hl,  Oakland, CA 94618",3,4,2784,1401112,94618,Oakland
629000,1900,Single Family,Forced air,None,1 space,"963 53rd St,  Emeryville, CA 94608",1,1,951,744818,94608,Emeryville
899000,1895,Single Family,Forced air,None,1 space,"867 Milton St,  Oakland, CA 94607",3,3,2000,978233,94607,Oakland
1095000,1993,Single Family,Forced air,Central,1 space,"4825 Proctor Ave,  Oakland, CA 94618",3,2,1667,1241397,94618,Oakland
795000,2008,Condo,Other,Central,1 space,"438 W Grand Ave APT 434,  Oakland, CA 94612",2,2,1388,975076,94612,Oakland
698000,1972,Townhouse,Forced air,None,2 spaces,"63 Sereno Cir,  Oakland, CA 94619",2,2,1220,784868,94619,Oakland
998950,1919,Single Family,None,Other,Detached Garage,"5248 Boyd Ave,  Oakland, CA 94618",2,2,888,915019,94618,Oakland
1049000,1913,Single Family,Forced air,Central,1 space,"38 Ramona Ave,  Piedmont, CA 94611",2,1,935,981215,94611,Piedmont
599000,2004,Condo,None,Other,"Carport, Attached Garage","3405 Helen St APT 1,  Oakland, CA 94608",1,1,971,602025,94608,Oakland
1849000,2000,Single Family,Forced air,Central,2 spaces,"7133 Norfolk Rd,  Berkeley, CA 94705",4,5,3854,1786438,94705,Berkeley
475000,1925,Single Family,Other,None,1 space,"5018 Congress Ave,  Oakland, CA 94601",3,2,1056,698623,94601,Oakland
330000,1944,Single Family,None,Other,1 space,"6712 Eastlawn St,  Oakland, CA 94621",3,1,999,452878,94621,Oakland
449000,1928,Single Family,Forced air,Central,Detached Garage,"7626 Holly St,  Oakland, CA 94621",3,1.5,1212,359501,94621,Oakland
573900,1937,Single Family,Other,Other,None,"1326 99th Ave,  Oakland, CA 94603",3,1,1114,522531,94603,Oakland
675000,2003,Condo,Other,None,1 space,"311 Oak St APT 832,  Oakland, CA 94607",1,1,958,670797,94607,Oakland
1349900,2007,Multi Family,Forced air,Central,3 spaces,"2137 94th Ave,  Oakland, CA 94603",9,6,3800,1005481,94603,Oakland
950000,1959,Single Family,Forced air,Other,2 spaces,"2984 Frye St,  Oakland, CA 94602",3,3,1475,1103513,94602,Oakland
1049000,1994,Single Family,Forced air,Other,3 spaces,"7741 Sunkist Dr,  Oakland, CA 94605",4,3,3638,1174326,94605,Oakland
1099000,1926,Single Family,None,Other,Detached Garage,"684 56th St,  Oakland, CA 94609",4,2,1836,1269229,94609,Oakland
528000,1979,Single Family,Forced air,None,1 space,"6250 Bancroft Ave,  Oakland, CA 94605",3,3,1630,629017,94605,Oakland
550000,1926,Single Family,Forced air,None,1 space,"2491 65th Ave,  Oakland, CA 94605",2,1,1258,514989,94605,Oakland
1295000,1958,Single Family,Forced air,Central,2 spaces,"3185 Colfax Ct,  Santa Clara, CA 95051",3,2,1170,1346272,95051,Santa Clara
1498000,1960,Single Family,Other,Other,7 spaces,"2893 Cabrillo Ave,  Santa Clara, CA 95051",4,3,1910,1468255,95051,Santa Clara
819000,2005,Condo,Forced air,Central,1 space,"3901 Lick Mill Blvd APT 253,  Santa Clara, CA 95054",1,1,900,766559,95054,Santa Clara
1648000,1956,Single Family,Forced air,Other,2 spaces,"2895 Warburton Ave,  Santa Clara, CA 95051",5,3,2142,1616258,95051,Santa Clara
1990000,1958,Single Family,Forced air,Central,1 space,"301 Lowell Dr,  Santa Clara, CA 95051",3,2,2028,1828066,95051,Santa Clara
1188800,2006,Townhouse,Forced air,Central,2 spaces,"982 Cole Pl,  Santa Clara, CA 95054",2,3,1616,1102924,95054,Santa Clara
1199888,2007,Townhouse,Other,Central,2 spaces,"2013 Garzoni Pl,  Santa Clara, CA 95054",3,3,1726,1341847,95054,Santa Clara
1299950,1957,Single Family,Forced air,None,2 spaces,"3035 Warburton Ave,  Santa Clara, CA 95051",3,2,1237,1337417,95051,Santa Clara
1399888,1956,Single Family,Forced air,Other,2 spaces,"220 Calvert Ct,  Santa Clara, CA 95051",3,2,1118,1510670,95051,Santa Clara
1298000,1954,Single Family,Forced air,Central,1 space,"3436 Bella Vista Ave,  Santa Clara, CA 95051",3,2,1212,1442222,95051,Santa Clara
1468000,2015,Townhouse,Forced air,Central,2 spaces,"2915 Via Roma Pl UNIT 6,  Santa Clara, CA 95051",3,4,1951,1527446,95051,Santa Clara
699000,2006,Condo,Forced air,Central,No Data,"1883 Agnew Rd UNIT 458,  Santa Clara, CA 95054",1,1,870,718270,95054,Santa Clara
1449000,1953,Single Family,Forced air,Central,1 space,"688 Woodhams Rd,  Santa Clara, CA 95051",3,2,1368,1580727,95051,Santa Clara
1139000,2004,Townhouse,Forced air,Central,2 spaces,"4076 Lick Mill Blvd,  Santa Clara, CA 95054",2,3,1437,1202246,95054,Santa Clara
1500000,2009,Single Family,Forced air,Central,2 spaces,"3561 Wolf Pl,  Santa Clara, CA 95051",3,4,1839,1588436,95051,Santa Clara
1398000,1956,Single Family,Forced air,Central,1 space,"2061 Nobili Ave,  Santa Clara, CA 95051",4,2,1240,1557486,95051,Santa Clara
1688000,2015,Single Family,Forced air,Central,2 spaces,"3042 Via Siena Pl,  Santa Clara, CA 95051",3,3,1762,1732034,95051,Santa Clara
1250000,1950,Single Family,Other,None,3 spaces,"2040 Benton St,  Santa Clara, CA 95050",3,1,1036,1247333,95050,Santa Clara
1099800,2000,Single Family,Forced air,Central,2 spaces,"2238 Schott Ct,  Santa Clara, CA 95054",3,3,1400,1181266,95054,Santa Clara
750000,1971,Condo,Other,None,1 space,"3029 Kaiser Dr UNIT A,  Santa Clara, CA 95051",2,2,1097,789093,95051,Santa Clara
1338000,1955,Single Family,Forced air,Central,2 spaces,"1321 Los Padres Blvd,  Santa Clara, CA 95050",3,2,1370,1478023,95050,Santa Clara
1500000,1955,Single Family,Other,Central,2 spaces,"2128 Ventura Pl,  Santa Clara, CA 95051",3,2,1718,1683333,95051,Santa Clara
800000,2006,Condo,Other,Other,1 space,"2600 Cortez Dr UNIT 7201,  Santa Clara, CA 95051",3,2,974,773756,95051,Santa Clara
1250000,1984,Townhouse,Forced air,Central,2 spaces,"2460 Michele Jean Way,  Santa Clara, CA 95050",3,2,1655,1338539,95050,Santa Clara
1598000,1965,Single Family,Forced air,Central,2 spaces,"1030 Pomeroy Ave,  Santa Clara, CA 95051",3,2,1733,1758602,95051,Santa Clara
1075000,1984,Townhouse,Forced air,Central,Attached Garage,"2464 Rebecca Lynn Way,  Santa Clara, CA 95050",2,3,1459,1145500,95050,Santa Clara
1200000,1955,Single Family,Other,None,2 spaces,"141 Bret Harte Ct,  Santa Clara, CA 95050",4,2,1350,1347993,95050,Santa Clara
579950,1969,Condo,Other,None,1 space,"121 Buckingham Dr UNIT 64,  Santa Clara, CA 95051",1,1,656,593799,95051,Santa Clara
599000,1973,Condo,Other,None,No Data,"835 Bing Dr APT 5,  Santa Clara, CA 95051",2,2,949,618352,95051,Santa Clara
999950,1925,Single Family,None,None,No Data,"1175 Morse St,  San Jose, CA 95126",2,1,840,1066132,95126,San Jose
1538888,1930,Single Family,Forced air,Central,2 spaces,"435 Lincoln Ave,  Sunnyvale, CA 94086",3,2,1246,1691000,94086,Sunnyvale
1698000,1962,Single Family,Forced air,None,2 spaces,"906 Ponderosa Ave,  Sunnyvale, CA 94086",4,3,1479,1764354,94086,Sunnyvale
900000,1986,Condo,Forced air,None,1 space,"701 San Conrado Ter UNIT 1,  Sunnyvale, CA 94085",2,2,1078,969425,94085,Sunnyvale
359000,2014,Mobile / Manufactured,None,Other,No Data,"1220 Tasman Dr SPACE 496,  Sunnyvale, CA 94089",3,2,1800,331338,94089,Sunnyvale
1349000,2011,Townhouse,Forced air,Central,2 spaces,"428 San Eduardo Ter,  Sunnyvale, CA 94085",3,4,1516,1390224,94085,Sunnyvale
1299000,1969,Single Family,Forced air,Central,2 spaces,"1052 E Evelyn Ave,  Sunnyvale, CA 94086",3,2,1198,1339877,94086,Sunnyvale
1998000,1958,Single Family,Other,None,2 spaces,"1607 Edmonton Ave,  Sunnyvale, CA 94087",4,2,1890,2298087,94087,Sunnyvale
1148000,1986,Townhouse,Forced air,None,2 spaces,"979 Belmont Ter UNIT 4,  Sunnyvale, CA 94086",2,3,1329,1225007,94086,Sunnyvale
1899000,1948,Single Family,Forced air,Other,10 spaces,"1350 Ramon Dr,  Sunnyvale, CA 94087",3,3,2491,2193388,94087,Sunnyvale
2288000,1958,Single Family,Forced air,Central,2 spaces,"885 Helena Dr,  Sunnyvale, CA 94087",4,2,1918,2476288,94087,Sunnyvale
2180000,1959,Single Family,Other,None,1 space,"611 Templeton Ct,  Sunnyvale, CA 94087",4,2,1660,1961341,94087,Sunnyvale
1415888,2005,Townhouse,Forced air,Central,1 space,"333 E Washington Ave,  Sunnyvale, CA 94086",3,3,1502,1623509,94086,Sunnyvale
948000,1971,Townhouse,Forced air,Central,Carport,"125 Connemara Way APT 15,  Sunnyvale, CA 94087",2,2,1209,1020518,94087,Sunnyvale
1699000,1956,Single Family,Other,Other,2 spaces,"956 Carson Dr,  Sunnyvale, CA 94086",3,2,1305,1532046,94086,Sunnyvale
2298000,1955,Single Family,Forced air,Central,2 spaces,"1377 Franchere Pl,  Sunnyvale, CA 94087",5,3,2599,2527977,94087,Sunnyvale
1868000,1967,Single Family,Forced air,Central,2 spaces,"1266 Sargent Dr,  Sunnyvale, CA 94087",3,2,1484,2067641,94087,Sunnyvale
2200000,1968,Single Family,Other,None,2 spaces,"1728 Laurentian Way,  Sunnyvale, CA 94087",4,2,2296,2416267,94087,Sunnyvale
1055000,1912,Single Family,Forced air,None,1 space,"163 Beemer Ave,  Sunnyvale, CA 94086",2,1,908,1193422,94086,Sunnyvale
1198000,1974,Townhouse,Other,None,2 spaces,"649 Garland Ave,  Sunnyvale, CA 94086",3,3,1368,1225243,94086,Sunnyvale
2288000,1956,Single Family,Forced air,Central,2 spaces,"1561 Samedra St,  Sunnyvale, CA 94087",4,3,1931,2578711,94087,Sunnyvale
225000,2007,Mobile / Manufactured,Forced air,Central,Carport,"1225 Vienna Dr SPACE 322,  Sunnyvale, CA 94089",3,2,1780,1269255,94089,Sunnyvale
1799000,1961,Single Family,Other,None,2 spaces,"806 Dartshire Way,  Sunnyvale, CA 94087",3,2,1328,1863211,94087,Sunnyvale
1658000,2000,Single Family,Forced air,Central,2 spaces,"543 Isla Vista Ter,  Sunnyvale, CA 94085",3,3,1384,1639160,94085,Sunnyvale
1868000,1955,Single Family,Forced air,None,1 space,"938 Arlington Ct,  Sunnyvale, CA 94087",3,2,1210,1840254,94087,Sunnyvale
2395000,1949,Single Family,Forced air,Central,2 spaces,"590 E Fremont Ave,  Sunnyvale, CA 94087",4,3,1652,2617962,94087,Sunnyvale
2298800,1964,Single Family,Forced air,Central,2 spaces,"899 Rubis Dr,  Sunnyvale, CA 94087",5,4,2466,2474358,94087,Sunnyvale
1595000,1943,Single Family,Other,None,1 space,"486 Vine Ave,  Sunnyvale, CA 94086",3,2,1559,1742155,94086,Sunnyvale
1495000,1944,Single Family,Other,None,2 spaces,"350 Vine Ave,  Sunnyvale, CA 94086",3,2,1359,1683396,94086,Sunnyvale
170000,1975,Mobile / Manufactured,Forced air,None,Carport,"1111 Morse Ave SPC 30,  Sunnyvale, CA 94089",2,2,1140,180512,94089,Sunnyvale
210000,1993,Mobile / Manufactured,Forced air,Central,2 spaces,"1225 Vienna Dr SPC 930,  Sunnyvale, CA 94089",3,2,1248,1100118,94089,Sunnyvale
1420000,2008,Townhouse,Forced air,Central,2 spaces,"486 Valley Oak Ter,  Sunnyvale, CA 94086",3,3,1580,1488535,94086,Sunnyvale
325000,2013,Mobile / Manufactured,Forced air,None,Carport,"1220 Tasman Dr SPC 210,  Sunnyvale, CA 94089",3,2,1596,344188,94089,Sunnyvale
980800,1971,Condo,Forced air,None,Carport,"210 Red Oak Dr W APT M,  Sunnyvale, CA 94086",3,2,1161,1050395,94086,Sunnyvale
319000,2014,Mobile / Manufactured,Forced air,Other,No Data,"1225 Vienna Dr SPC 75,  Sunnyvale, CA 94089",3,2,2009,348679,94089,Sunnyvale
1098000,2007,Townhouse,Forced air,Central,Carport,"857 Carlisle Way APT 117,  Sunnyvale, CA 94087",2,3,1120,1151937,94087,Sunnyvale
2488000,2020,Single Family,Forced air,Central,2 spaces,"365 Beemer Ave,  Sunnyvale, CA 94086",4,3,2337,2615577,94086,Sunnyvale
